Nº Autorizacao,Data Publicação DOU - Autorização,Código Instalação i-Simp,Razão Social,CNPJ,Endereço,COMPLEMENTO,BAIRRO,CEP,UF,MUNICÍPIO,Vinculação a Distribuidor,Data de Vinculação a Distribuidor,Delivery,Data Autorização Delivery,Número Despacho Delivery,Status PMQC,latitude,longitude
PR/SP0086782,15/10/2010,1166479,COOPERATIVA LATICINIOS DE SAO JOSE DOS CAMPOS,60179462001383,"RUA PARAIBUNA,  295 A",,CENTRO,12245020,SP,SAO JOSE DOS CAMPOS,IPIRANGA,15/10/2010,NÃO,,,ADIMPLENTE,-23.618167,-45.4070198
PR/SP0011592,25/07/2001,1023632,AUTO POSTO DA GRUTA DE SAO JOSE DOS CAMPOS LTDA,60190873000136,"AVENIDA DEPUTADO BENEDITO MATARAZZO,  4229",,JARDIM DAS INDUSTRIAS,12246840,SP,SAO JOSE DOS CAMPOS,IPIRANGA,04/11/2009,NÃO,,,ADIMPLENTE,-23.2313516,-45.9129729
PR/SP0008905,08/05/2001,1023633,POSTO CAMINHO DAS MONTANHASLTDA,60191186000135,"AVENIDA RUI BARBOSA,  3700",0,ALTO DA PONTE,12218290,SP,SAO JOSE DOS CAMPOS,VIBRA,08/05/2001,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0017238,14/11/2001,1023637,BANDEIRANTE AUTO POSTO LTDA,60211984000181,"AVENIDA DOUTOR NELSON D¿AVILA,  1650",,VILA SANCHES,12245031,SP,SAO JOSE DOS CAMPOS,RAIZEN,14/11/2001,NÃO,,,ADIMPLENTE,-23.2037792,-45.884415
PR/SP0016245,29/09/2011,1023667,AUTO POSTO PRAIA DAS PALMEIRAS LTDA,60390887000101,"RUA PAI FELICIO,  S/N",,PRAIA DAS PALMEIRAS,11666450,SP,CARAGUATATUBA,BANDEIRA BRANCA,13/05/2025,NÃO,,,ADIMPLENTE,-23.6722703,-45.436405
PR/SP0251692,24/12/2025,1315521,POSTO AV DO VALE LTDA,60510165000135,"AVENIDA SIQUEIRA CAMPOS,  244",,CENTRO,12308190,SP,JACAREI,BANDEIRA BRANCA,24/12/2025,NÃO,,,ADIMPLENTE,-23.3017661,-45.9619936
PR/SP0017240,14/11/2001,1023735,AUTO POSTO CASSIANO RICARDO LTDA,60703675000129,"AVENIDA CASSIANO RICARDO,  1220",,JARDIM ALVORADA,12240540,SP,SAO JOSE DOS CAMPOS,RAIZEN,21/05/2008,NÃO,,,ADIMPLENTE,-23.2224556,-45.9114176
PR/SP0012618,30/08/2001,1023752,AUTO POSTO LIDER VILLAGE DE CRUZEIRO LTDA,60792694000179,"RUA TEODORO QUARTIM BARBOSA,  580",,RETIRO MANTIQUEIRA,12720690,SP,CRUZEIRO,IPIRANGA,24/06/2015,NÃO,,,ADIMPLENTE,-22.5719,-44.9642
PR/SP0022023,28/02/2002,1023809,ESCORT AUTO POSTO LTDA,61025854000117,"AVENIDA PRINCESA IZABEL,  1723",,PEREQUE,11630000,SP,ILHABELA,VIBRA,28/02/2002,NÃO,,,ADIMPLENTE,-23.7781,-45.3581
PR/SP0009249,08/05/2001,1023840,SCUDERIA I AUTO POSTO LTDA,61138210000135,"ALAMEDA RIO NEGRO,  81",,CH REUNIDAS,12238270,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,05/12/2024,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0020046,23/01/2002,1023882,AUTO POSTO ASA DELTA LTDA,61279832000183,"RUA BENEDITO R DOS SANTOS FILHO,  34",CASA 01,PONTA SANTA MARINA,11672140,SP,CARAGUATATUBA,IPIRANGA,04/11/2009,NÃO,,,ADIMPLENTE,-23.6203,-45.4128
PR/SP0017913,09/01/2002,1023948,CARAUBA AUTO POSTO LTDA,61501961000174,"AVENIDA JOSE AMADOR GALVAO,  26",,CIDADE JARDIM,11664100,SP,CARAGUATATUBA,VIBRA,25/03/2010,NÃO,,,ADIMPLENTE,-23.6111951,-45.3937204
PR/SP0021961,18/01/2002,1023961,CENTRO AUTOMOTIVO BRIGADEIRO FARIA LIMA LTDA,61584744000195,"AVENIDA BRIGADEIRO FARIA LIMA,  899",,PQ MARTIM CERERE,12227000,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,18/05/2007,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0251289,07/11/2025,1314335,AUTO POSTO RAFA LTDA,61655508000112,"AVENIDA DESEMBARGADOR PAULO DE OLIVEIRA COSTA,  425",,CENTRO,12010230,SP,TAUBATE,BANDEIRA BRANCA,07/11/2025,NÃO,,,ADIMPLENTE,-23.0290499,-45.5537738
PR/SP0008957,08/05/2001,1023978,AUTO POSTO PÉ DA SERRA LTDA,61684221000110,"ESTRADA VEREADOR PEDRO DAVID,  150",,SÃO FRANCISCO XAVIER,12210100,SP,SAO JOSE DOS CAMPOS,VIBRA,08/05/2001,NÃO,,,ADIMPLENTE,-22.9104501,-45.9512171
PR/SP0250825,22/09/2025,1313103,AUTO POSTO MORELLO LTDA,61875112000180,"AVENIDA SAO PEDRO,  1870",,BOSQUE DA SAUDE,12082010,SP,TAUBATE,BANDEIRA BRANCA,22/09/2025,NÃO,,,ADIMPLENTE,-23.0317028,-45.5478672
PR/SP0024130,27/03/2002,1024072,POSTO DE SERVICOS SHOPPING DE JACAREI LTDA,62122908000125,"AVENIDA SIQUEIRA CAMPOS,  1199",,VILA PINHEIRO,12307000,SP,JACAREI,IPIRANGA,04/11/2009,NÃO,,,ADIMPLENTE,-23.2901492,-45.9543852
PR/SP0251285,07/11/2025,1314343,ROTA DO SOL FERRADURA LTDA,62377169000112,"AVENIDA DOUTOR JOAO BATISTA SOARES DE QUEIROZ JUNIOR,  1091",,JARDIM DAS INDUSTRIAS,12240000,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,07/11/2025,NÃO,,,ADIMPLENTE,-23.2237799,-45.9183037
PR/SP0030677,22/02/2003,1024134,A.P. SÃO JOSE AREIAS LTDA,62411129000140,"RUA COMENDADOR SAMPAIO,  S/N",,CENTRO,12820000,SP,AREIAS,CIAPETRO,22/10/2013,NÃO,,,ADIMPLENTE,-22.5808141,-44.6955904
PR/SP0030396,30/01/2003,1024215,AUTO POSTO NOVA ERA LTDA,62808001000114,"AVENIDA DOUTOR ADHEMAR DE BARROS,  250",,JARDIM SAO DIMAS,12245011,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,20/03/2026,NÃO,,,ADIMPLENTE,-23.1924148,-45.8899246
PR/SP0006298,04/04/2001,1024370,AUTO CENTER PAIVA & CIA LTDA,63957708000155,"AVENIDA BENEDITO FRIGGI,  3400",,JARDIM NOVA DETROIT,12224480,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,04/04/2001,NÃO,,,ADIMPLENTE,-23.1715798,-45.8120354
PR/SP0023353,12/03/2002,1024393,AUTO POSTO VACA PRETA LTDA,64113418000198,"RODOVIA DOS TAMOIOS,  S/N",KM 02,VILA SAO BENTO,12231590,SP,SAO JOSE DOS CAMPOS,RAIZEN,12/03/2002,NÃO,,,ADIMPLENTE,-23.2286515,-45.8716691
PR/SP0023250,05/03/2002,1024399,E GOMES DA SILVA & CIA LTDA,64141526000174,"AVENIDA MARECHAL ARGOLO,  1162",,VILA PASSOS,12604440,SP,LORENA,BANDEIRA BRANCA,14/05/2018,NÃO,,,ADIMPLENTE,-22.7340805,-45.1107959
PR/SP0018749,14/12/2001,1024473,AUTO POSTO SACO DA RIBEIRA LTDA,64591175000101,"RODOVIA CARAGUATATUBA UBATUBA,  SN",KM 63,SACO DA RIBEIRA,11680000,SP,UBATUBA,RAIZEN,14/12/2001,NÃO,,,ADIMPLENTE,-23.4971573,-45.1360791
PR/SP0016071,19/10/2001,1024513,COMERCIAL DIP POSTO DE SERVICOS LTDA,64811763000103,"AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA,  870",,CAMPO DO GALVAO,12505300,SP,GUARATINGUETA,RAIZEN,06/01/2025,NÃO,,,ADIMPLENTE,-22.8119511,-45.1950678
PR/SP0017338,26/09/2001,1024590,M DO CARMO CEZAR,65445280000197,"AVENIDA GETULIO VARGAS,  969",,SANTA RITA,12570000,SP,APARECIDA,BANDEIRA BRANCA,01/01/2004,NÃO,,,ADIMPLENTE,-22.8588807,-45.234175
PR/SP0014046,23/04/2002,1024646,AUTO POSTO LUCKY LTDA,65823049000190,"AVENIDA SAO JOAO,  686",,JD ESPLANADA,12242000,SP,SAO JOSE DOS CAMPOS,RAIZEN,23/04/2002,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0173925,29/01/2016,1024748,AUTO POSTO BRISA DO MAR LTDA,66571282000195,"RUA BEGONIAS,  223",,JARDIM CAROLINA,11680000,SP,UBATUBA,BANDEIRA BRANCA,30/07/2024,NÃO,,,ADIMPLENTE,-23.4382728,-45.093676
PR/SP0017134,14/11/2001,1024755,POSTO DE SERVICOS SANT¿ANA LTDA,66593492000184,"AVENIDA RUI BARBOSA,  1787",,SANTANA,12211000,SP,SAO JOSE DOS CAMPOS,RAIZEN,14/11/2001,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0020975,08/02/2002,1024867,AUTO POSTO ESTRADA DOS TROPEIROS LTDA,67565796000109,"PRACA DOS EX-COMBATENTES DE 32,  S/N",,CENTRO,12690000,SP,SILVEIRAS,BANDEIRA BRANCA,20/11/2012,NÃO,,,ADIMPLENTE,-22.6639,-44.8522
PR/SP0020556,07/02/2002,1024878,POSTO DE SERVICOS SUPER JET SKI LTDA,67721787000151,"AVENIDA PEDRO FRIGGI,  1001",,JARDIM MOTORAMA,12223430,SP,SAO JOSE DOS CAMPOS,VIBRA,15/08/2012,NÃO,,,ADIMPLENTE,-23.1775615,-45.8315584
PR/SP0019685,23/01/2002,1024886,POSTO DE SERVICO PORTAL DO VALE LTDA,67774174000182,"AVENIDA NOVE DE JULHO,  696",,JARDIM PEREIRA DO AMPARO,12327682,SP,JACAREI,RAIZEN,13/01/2016,NÃO,,,ADIMPLENTE,-23.301706,-45.9703913
PR/SP0004325,15/03/2001,1024918,POSTO ARCO IRIS DE APARECIDA LTDA,68107879000109,"RODOVIA PRESIDENTE DUTRA,  S/N",KM    75,ITAGUASSU,12570000,SP,APARECIDA,VIBRA,08/12/2021,NÃO,,,ADIMPLENTE,-22.8514,-45.2347
PR/SP0027098,23/10/2002,1025004,COLUSA AUTO POSTO LTDA,68881036000165,"VARIANTE GETULIO VARGAS,  1480",,JARDIM LUIZA,12305000,SP,JACAREI,RAIZEN,14/05/2015,NÃO,,,ADIMPLENTE,-23.3053,-45.9658
PR/SP0026768,26/08/2002,1025009,AUTO POSTO BRANCO DE CASTELO LTDA,68912864000113,"AVENIDA PRESIDENTE HUMBERTO DE ALENCAR CASTELO BRANCO,  100",,JARDIM FLORIDA,12321645,SP,JACAREI,RAIZEN,18/12/2012,NÃO,,,ADIMPLENTE,-23.2865132,-45.979383
PR/SP0201938,14/09/2020,1266952,AUTO POSTO BRANCO DE CASTELO LTDA,68912864000202,"AVENIDA LUIZ GONZAGA DAS NEVES,  2500",,CAMINHO NOVO,12120000,SP,TREMEMBE,RAIZEN,14/09/2020,NÃO,,,ADIMPLENTE,-22.9583,-45.5464
PR/SP0214277,09/09/2021,1276838,AUTO POSTO BRANCO DE CASTELO LTDA,68912864000385,"AVENIDA SIQUEIRA CAMPOS,  641",,CENTRO,12308190,SP,JACAREI,VIBRA,14/08/2023,NÃO,,,ADIMPLENTE,-23.3017661,-45.9619936
PR/SP0017430,14/11/2001,1025015,AUTO POSTO SAO CARLOS S J CAMPOS LTDA,68955046000106,"PRACA FRANCISCO LOPES AZEVEDO,  67",,JARDIM IMPERIAL,12234120,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,04/08/2005,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0013840,30/08/2001,1025321,AUTO POSTO SETE DE TAUBATE LTDA,71701650000102,"AVENIDA INDEPENDENCIA,  1033",,VILA PAULISTA,12031001,SP,TAUBATE,RAIZEN,11/11/2021,NÃO,,,ADIMPLENTE,-23.0264,-45.5556
PR/SP0003268,15/03/2001,1025358,MUCELIN- COMERCIO DE COMBUSTIVEIS LTDA,72028913000127,"RUA HEPACARE,  120",,CENTRO,12600340,SP,LORENA,RAIZEN,11/08/2025,NÃO,,,ADIMPLENTE,-22.7267797,-45.1252633
PR/SP0023715,15/03/2002,1025398,HUMAITA COMBUSTIVEL E LUBRIFICANTES LTDA,72279821000110,"AVENIDA DA SAUDADE,  100",,JARDIM HUMAITA,12010810,SP,TAUBATE,VIBRA,23/11/2007,NÃO,,,ADIMPLENTE,-23.0264,-45.5556
PR/SP0003377,15/03/2001,1025431,AUTO POSTO PRIMEIRO DE JUNHO LTDA,72532823000179,"AVENIDA DA SAUDADE,  54",,CENTRO,12120000,SP,TREMEMBE,BANDEIRA BRANCA,15/03/2001,NÃO,,,ADIMPLENTE,-22.9583,-45.5464
PR/SP0016894,08/11/2001,1025499,TUCANO AUTO POSTO S.J.CAMPOS LTDA.,73018251000177,"AVENIDA DOS ASTRONAUTAS,  901",,V SAO BENEDITO,12227010,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,16/08/2024,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0002683,30/01/2001,1025692,AUTO POSTO LEIRIA TAUBATÉ LTDA,74268814000148,"AVENIDA DOM PEDRO I,  601",,JARDIM SONIA MARIA,12081000,SP,TAUBATE,VIBRA,30/01/2001,NÃO,,,ADIMPLENTE,-23.0224363,-45.5357785
PR/SP0020335,07/02/2002,1025730,WILSON V DA SILVA CUNHA,74639006000140,"ALM  FRANCISCO DA C MENEZES,  1505",,FALCAO,12530000,SP,CUNHA,VIBRA,23/01/2009,NÃO,,,ADIMPLENTE,-23.0747,-44.96
PR/SP0026467,01/08/2002,1029058,AUTO POSTO BARAO DE JACAREI LTDA,96265921000155,"RUA BARAO DE JACAREI,  1396",,CENTRO,12308000,SP,JACAREI,VIBRA,28/03/2017,NÃO,,,ADIMPLENTE,-23.3021097,-45.9596929
